Epoch, Train Loss, Validation Loss
83,0.01126581920653326,0.009247329550097069
84,0.011119645224453328,0.00866896727597948
85,0.011069988606717221,0.00806491590309364
86,0.010934586051628862,0.008597637598687572
87,0.0110250297640527,0.008642964053435074
88,0.010971952353683406,0.008245370962725719
89,0.011020791655265193,0.007791124390408826
90,0.01091194582425548,0.008326267638949503
91,0.010762104441565624,0.008642182604141992
92,0.010941724431821884,0.007858027883145479
93,0.011033580620101317,0.008728180277346467
94,0.011254170015970892,0.00818264045699632
95,0.010922121825418777,0.008178794610667712
96,0.011320198577055357,0.0069744864528215825
97,0.01076483026168162,0.006985354150264424
98,0.010945696877764892,0.00693244508549966
99,0.010967098119731547,0.006778825159059815
100,0.011170542571918471,0.006701581153322002
101,0.011042549882457724,0.006706649862659501
102,0.010971695271444539,0.006531087753120135
103,0.010915397095081708,0.006523934537675565
104,0.010774432574279087,0.006519714725753597
105,0.010697663213319372,0.006424328892346567
106,0.010620163114436856,0.00637305805803755
107,0.010864358176421264,0.00623291524463283
108,0.010932443345938138,0.006220005312445665
109,0.010760174878879666,0.006302908195698259
110,0.010902813717692854,0.006117379998672563
111,0.010614910658933037,0.006211999148466471
112,0.010981676731594246,0.006211390664582562
113,0.010640809129304438,0.006074673566201509
114,0.010716566332246422,0.006091190550853614
115,0.010756768180873783,0.006009114312688216
116,0.010601735560546329,0.006121589583381769
117,0.01090486471837636,0.006010667782373799
118,0.010732904907024237,0.006061989776041904
119,0.010775678621537183,0.0059650938816314236
120,0.010418370904413799,0.005888464984691034
121,0.01085911787419532,0.005790106793736527
122,0.010873714085390168,0.005831917390428927
123,0.010852105801857075,0.005863944662209519
124,0.010712553939884682,0.005874947026551017
125,0.01069501727765912,0.005768874872379325
126,0.01046282927605972,0.005729820094641716
127,0.010530790290874106,0.005748243438113234
128,0.010715742557176423,0.005680377344882846
129,0.010788379948572943,0.005901890820893358
130,0.01063100635526204,0.005651427831102225
131,0.010691109612139057,0.0056568044457826
132,0.010519626766036067,0.005597941356478802
133,0.01075664940789448,0.00568953097186693
134,0.010591425026215186,0.005643208159696235
135,0.010953286007557607,0.005840444838078914
136,0.010581995046564626,0.005764546065165632
137,0.010746921115307981,0.005724911618489106
138,0.01059178384608814,0.005784073756021836
139,0.010691754971038773,0.0055732364762403844
140,0.010419763530254386,0.005511426147957944
141,0.010624279774262769,0.005532504566983747
142,0.010658440745663194,0.005505789694558837
143,0.010701219673049002,0.005550428471202328
144,0.010663160061816968,0.005504326133329427
145,0.010596769130836983,0.005540328706338524
146,0.01083798157643371,0.005539282632146738
147,0.01039645257291753,0.005550656669170398
148,0.01066950396999906,0.0055434461126095715
149,0.010599812927905997,0.005547829678427
150,0.010712496628983874,0.00552669512095168
151,0.010546358187771226,0.005518709336117851
152,0.010810868180897786,0.0055207081993162155
153,0.010723059171111292,0.005517140687748397
154,0.010662577110238854,0.0055170109546828095
