Epoch, Train Loss, Validation Loss
1,0.24812471068468522,7.931477801231094
2,0.24002915070112057,5.919544337568243
3,0.21707307983393895,5.747580732965571
4,0.1649259964499836,5.674883567395564
5,0.13533718986768317,5.219112665459754
6,0.10036302431998216,2.8724444598453625
7,0.09732882843067335,0.2742280303648975
8,0.0635321858714739,0.5983099176361772
9,0.05847143919712036,0.14843770874494094
10,0.055756487225284375,0.15345018868421306
11,0.05588231905048823,1.2434978757363107
12,0.054725058431923344,0.09035575284529564
13,0.05536373811421984,0.13880145693414206
14,0.041628479943499684,0.08026518473170191
15,0.0227712639149209,0.05902276198564693
16,0.01898977806285483,0.04268599809382834
17,0.01846494173457615,0.03459755833964327
18,0.01665747012610804,0.036816500346090894
19,0.016702095887016724,0.04419688428414369
20,0.01739872222674442,0.035790044872646413
21,0.015603978662860608,0.04659157580113144
22,0.015346949227761574,0.03311490754612565
23,0.014505554007585573,0.035777610897680376
24,0.014202402868874623,0.028902527199946453
25,0.013754682048138579,0.023474559861763198
26,0.012864618540818445,0.02622479327315693
27,0.012983785431117615,0.02344342138704313
28,0.013046495991704876,0.018713414120207342
29,0.012608088179315689,0.02057742693924954
30,0.012395474497967266,0.02830942352080157
31,0.012533291643388147,0.01938534402877689
32,0.011876790156111634,0.02026977679000439
33,0.01194942028274008,0.019638522508380954
34,0.011591919132400227,0.01977065383012473
35,0.01209352945818733,0.027402692913172662
36,0.010989647002321084,0.019571916528169638
37,0.010730487573221408,0.017383538339461463
38,0.010267878195680435,0.015974411419209966
39,0.0100640230835684,0.014873814163850814
40,0.009760374987679564,0.013454655487869668
41,0.009983264450018178,0.01316214253287424
42,0.009787026545604259,0.011520952361442377
43,0.009838669186679036,0.011669179984901938
44,0.009708282721952325,0.010762383706227646
45,0.009507692667449101,0.010583544743430038
46,0.009560311876231686,0.009995634323074766
47,0.009476277138949654,0.008981449193285059
48,0.009426945201406429,0.008917871155631895
49,0.009441488681043877,0.00856427358469571
50,0.009229478228470474,0.007999290278949215
51,0.009382341586368857,0.007966066666454953
52,0.009264858010483646,0.007962357799018955
53,0.009163000425742729,0.00766541715853969
54,0.009265102387039769,0.007571988371781841
55,0.009138561012220757,0.006770421013573856
56,0.009169687373390722,0.007026909951095469
57,0.009183146295782945,0.006819596441625385
58,0.009023122604189002,0.00657417933940552
59,0.00898867936654955,0.00650907081577543
60,0.009002350945623273,0.0061607070709075945
61,0.009274159922750436,0.006500368798714573
62,0.009046335850365959,0.006258898749600424
63,0.009002081954225265,0.0063877669791374365
64,0.008960757474226925,0.005990748923830291
65,0.009093017300801708,0.005873962284560245
66,0.008918784179499553,0.006122956790842956
67,0.00887937827042005,0.00573629603766853
68,0.008730806725837995,0.005919761918557419
69,0.009079472547593028,0.0056753387868895885
70,0.008870668635775234,0.005630474713718656
71,0.008986048899628639,0.005162233932280405
72,0.00878718281351408,0.005653775016974207
73,0.008728516720490822,0.005119883213986096
74,0.00886334003760657,0.006180191265152475
75,0.008703666045078513,0.004737435074142653
76,0.008690769433638761,0.005233276045892463
77,0.00878497433072283,0.00514023051625406
78,0.008793859961430155,0.005293120070571907
79,0.008921377754091624,0.004873248103406156
80,0.008738029486333709,0.004747071287146001
81,0.00863149887082035,0.004739579755513895
82,0.008926245977386546,0.004817762717967795
83,0.008930066234070073,0.0047597854713970905
84,0.008857961256726212,0.004692563331413853
85,0.008809334572372726,0.004568962291795355
86,0.008798830558940313,0.004518576963099534
87,0.008575949338489456,0.004515740524520542
88,0.008912762451236749,0.004404536546099246
89,0.008814937083998862,0.004317806132402253
90,0.008759449696426216,0.004286298353231696
91,0.008895528520032695,0.004281777113586124
92,0.008776457928852373,0.004178774037921408
93,0.008608850821734905,0.004087861172548544
94,0.008720259691717703,0.004066249774724316
95,0.008621016457827806,0.004082598032245086
96,0.008752543355660723,0.004020560216510468
97,0.008719389699183665,0.004016187423476199
98,0.008524348930329814,0.003995067069410686
99,0.00870228302737046,0.003991296294689122
100,0.008727155395352197,0.003965543640106262
101,0.008604700557931324,0.003940808879067643
102,0.008709534818678153,0.003916401727439767
103,0.008690740084296517,0.003801518024519518
104,0.008801839951525156,0.003812334586044236
105,0.00874725509310579,0.003866372406662532
106,0.008572820618968708,0.0037833837367644363
107,0.008496537208978921,0.0038247349380124314
108,0.00852298804778021,0.0037279064398786786
109,0.008654002258656725,0.00373108742086393
110,0.008605463810962855,0.003685318477085452
111,0.008746146314570153,0.0036633105427560614
112,0.008605504696460337,0.0036468502158960013
113,0.008637296897354348,0.0037591441847165765
114,0.008595200519919754,0.003607339437101692
115,0.00859656377148675,0.0036435583504823153
116,0.008685141688066257,0.003619894140719124
117,0.008509665415754718,0.0036826827281642082
118,0.008546086714827473,0.0036053788359991074
119,0.00849942506332637,0.003580280938706227
120,0.008417692963304963,0.003573553927280618
121,0.008668315232607944,0.0035513338150672605
122,0.008696670759669824,0.0035804218291040704
123,0.008546918833923405,0.0035523891752023717
124,0.008602119360747857,0.0035409267245134508
125,0.008554539128810669,0.0035245021814643207
126,0.008467334218117139,0.0034865760346532524
127,0.008631791767496526,0.0034387863900376572
128,0.008801750028427683,0.0035280765177623783
129,0.008523176202505738,0.0034711644464752883
130,0.008662703799818433,0.0034297424918006696
131,0.008583798680590064,0.0034129104902961916
132,0.00866829754847648,0.0034370038032094457
133,0.008467923657534368,0.00347762955062152
134,0.00842351184660698,0.0034151234933187035
135,0.008536670740880022,0.0034593240833710633
136,0.008590662874696262,0.003442264089236628
137,0.008538442629572393,0.0033961045648730442
138,0.008642665000817852,0.003378593040846285
139,0.008599473809661052,0.003435624674378451
140,0.008565096458253972,0.003357846604202071
141,0.008625599700793664,0.0033637600543761016
142,0.00842664576070797,0.003363174441226083
143,0.008499415370491398,0.0033664395292368633
144,0.008640037089253842,0.0033731605417830013
145,0.008473704934882424,0.0033496623952923225
146,0.008522739452248539,0.003357786773120063
147,0.008409206624453654,0.003342546554052172
148,0.008604216459497707,0.003286304891271062
149,0.008450997052825607,0.003349846082609794
150,0.008517223794911873,0.0033084592952025947
151,0.008631351679432188,0.003271372337395759
152,0.008568492183471861,0.003303659922520578
153,0.008447319976155835,0.003260006510246243
154,0.008458654329457818,0.0032613488268227516
155,0.008482471246123141,0.0032804387723687073
156,0.008473259226018059,0.0032556456521968323
157,0.00852920219363953,0.0032653477450630226
158,0.008369298919699486,0.0032863349810323024
159,0.008407285221695699,0.0033118272145457096
160,0.008708972899870732,0.00326549517851786
161,0.008522334722886996,0.0032996278124932765
162,0.008489271967221731,0.003279669164721697
163,0.00850493014258572,0.0030915764036179823
164,0.008296503180123253,0.003092615907741729
165,0.008716428612115709,0.0031012825243687267
166,0.0084075380010408,0.0031038278465643997
167,0.008445913801287884,0.0031126217295249286
168,0.008588736668577755,0.0031115139539135976
169,0.008526595900458074,0.0031045577646556955
170,0.008662982461000023,0.003110643527597711
171,0.008683134432158698,0.003113790237624993
172,0.008394989981824412,0.0031161586339127074
173,0.008704071798252144,0.0031166401191697972
